folder	true_brand	phish_category	pred_brand	runtime_element_recognition	runtime_siamese
Deutsche Telekom+304	Deutsche Telekom	1	SOCIETE FRANCAISE DU RADIOTELEPHONE	0.1399822235107422	0.09285998344421387
AT&T+237	AT&T	1	BT Group plc	0.13922691345214844	0.04577779769897461
AOL+203	AOL	1	BT Group plc	0.14755749702453613	0.05011463165283203
Spectrum+379	Spectrum	1	Bank of New Zealand	0.1393282413482666	0.09579324722290039
Square+225	Square	1	Aruba S.p.A.	0.13908886909484863	0.0452578067779541
Standard Chartered Bank+5	Standard Chartered Bank	0		0.1541004180908203	0.26951169967651367
Etisalat+271	Etisalat	1	PostFinance	0.14556598663330078	0.041355133056640625
WeTransfer+280	WeTransfer	1	NetEase	0.14371252059936523	0.14890313148498535
Adobe+13	Adobe	1	Chase Personal Banking	0.14760184288024902	0.13138175010681152
Banca Sella+303	Banca Sella	1	The Vanguard Group	0.14141178131103516	0.04681706428527832
GoDaddy+371	GoDaddy	1	Nationwide Building Society	0.14213228225708008	0.21887564659118652
OneDrive+108	OneDrive	1	Americanas.com S	0.15654802322387695	0.0667879581451416
Adobe+239	Adobe	1	Chase Personal Banking	0.14830613136291504	0.13215374946594238
Steam+392	Steam	1	Simplii Financial	0.16313624382019043	0.28673410415649414
AT&T+66	AT&T	1	Google	0.1395881175994873	0.1777806282043457
Alaska USA Federal Credit Union+449	Alaska USA Federal Credit Union	0		0.15472793579101562	0.23577022552490234
Bet365+363	Bet365	0		0.1531994342803955	0.2796661853790283
Alaska USA Federal Credit Union+102	Alaska USA Federal Credit Union	1	TradeKey	0.14367413520812988	0.041933536529541016
Etisalat+69	Etisalat	1	Scotiabank	0.14337778091430664	0.04072308540344238
Dropbox+85	Dropbox	1	Yahoo!	0.1456129550933838	0.04214930534362793
Spotify+422	Spotify	1	Caixa Economica Federal	0.1408390998840332	0.22956085205078125
Standard Chartered Bank+374	Standard Chartered Bank	1	Caixa Geral de Depositos	0.15683460235595703	0.2531917095184326
Steam+404	Steam	1	Steam	0.1541132926940918	0.23018145561218262
DHL Airways+52	DHL Airways	1	Verizon Wireless	0.14473438262939453	0.04173731803894043
Societe Generale+330	Societe Generale	1	Verizon Wireless	0.141862154006958	0.041150569915771484
eBay+366	eBay	1	ASB Bank Limited	0.1399672031402588	0.21042823791503906
PayPal+296	PayPal	0		0.14071989059448242	0.0442349910736084
Instagram+372	Instagram	1	Landesbank Berlin AG	0.1395566463470459	0.0401458740234375
Adobe+226	Adobe	1	Grupo Santander	0.15301179885864258	0.04820418357849121
Facebook+448	Facebook	1	Maersk	0.139909029006958	0.03997230529785156
Instagram+342	Instagram	1	Bank of New Zealand	0.14577078819274902	0.1468031406402588
Orange+314	Orange	1	SunTrust Bank	0.14023685455322266	0.04378676414489746
Orange+380	Orange	1	ASB Bank Limited	0.1448361873626709	0.11922049522399902
Deutsche Telekom+175	Deutsche Telekom	1	AT&T	0.14484000205993652	0.10420703887939453
Societe Generale+405	Societe Generale	1	Verizon Wireless	0.14334583282470703	0.041727542877197266
Bet365+284	Bet365	0		0.1567082405090332	0.2084951400756836
IRS+450	IRS	1	DHL Airways	0.13923192024230957	0.04279017448425293
Rackspace+1	Rackspace	1	MWeb	0.14205455780029297	0.04072451591491699
Banca Sella+161	Banca Sella	1	The Vanguard Group	0.14165806770324707	0.04745078086853027
Bank of America+100	Bank of America	1	Stripe	0.1414203643798828	0.041068077087402344
Etisalat+124	Etisalat	1	Vodafone	0.1424105167388916	0.09983444213867188
WeTransfer+350	WeTransfer	1	Microsoft	0.14214777946472168	0.04465150833129883
Amazon+281	Amazon	1	TPG Telecom	0.14104938507080078	0.10247135162353516
Standard Chartered Bank+124	Standard Chartered Bank	1	Verizon Wireless	0.15271663665771484	0.049386024475097656
PostFinance+116	PostFinance	1	CaixaBank	0.1427605152130127	0.12179875373840332
Alaska USA Federal Credit Union+56	Alaska USA Federal Credit Union	1	TradeKey	0.1438140869140625	0.0423283576965332
Standard Chartered Bank+119	Standard Chartered Bank	1	ASB Bank Limited	0.15289950370788574	0.05323290824890137
Deutsche Telekom+32	Deutsche Telekom	1	AOL	0.14246606826782227	0.10082817077636719
Spectrum+193	Spectrum	1	Bank of New Zealand	0.13891315460205078	0.09742259979248047
American Express+325	American Express	1	Banca Sella	0.14381027221679688	0.0420994758605957
Instagram+22	Instagram	1	Amazon	0.14086580276489258	0.04058098793029785
IRS+382	IRS	1	DHL Airways	0.13854479789733887	0.0426480770111084
WeTransfer+284	WeTransfer	1	RuneScape	0.1571035385131836	0.2904698848724365
WeTransfer+453	WeTransfer	0		0.14848685264587402	0.24528121948242188
AT&T+410	AT&T	1	SF Express Co	0.13986825942993164	0.04632139205932617
Instagram+432	Instagram	1	Navy Federal Credit Union	0.14345908164978027	0.04242515563964844
Navy Federal Credit Union+74	Navy Federal Credit Union	1	ATB Financial	0.153395414352417	0.14171957969665527
Bank of America+423	Bank of America	1	SF Express Co	0.14027023315429688	0.044301509857177734
PostFinance+14	PostFinance	1	PostFinance	0.14170289039611816	0.04034423828125
Dropbox+359	Dropbox	1	Yahoo!	0.14490246772766113	0.04236268997192383
Navy Federal Credit Union+117	Navy Federal Credit Union	1	Caixa Economica Federal	0.1488029956817627	0.055574893951416016
Apple+67	Apple	0		0.13866019248962402	0.19309639930725098
PayPal+134	PayPal	1	Bank of Scotland	0.1385331153869629	0.04569268226623535
Facebook+424	Facebook	1	Maersk	0.13970398902893066	0.03970837593078613
Bet365+285	Bet365	1	Caixa Economica Federal	0.15324783325195312	0.054477691650390625
Bet365+121	Bet365	1	Trade Me NZ	0.1534574031829834	0.054258108139038086
AOL+359	AOL	1	CaixaBank	0.13954734802246094	0.04028582572937012
Blockchain+114	Blockchain	1	Banco do Brasil S.A	0.14395880699157715	0.04498171806335449
WhatsApp+240	WhatsApp	1	WhatsApp	0.14328551292419434	0.12360095977783203
Rackspace+431	Rackspace	0		0.13986968994140625	0.04237627983093262
Dropbox+344	Dropbox	1	Trade Me NZ	0.14446377754211426	0.184051513671875
WeTransfer+109	WeTransfer	1	Twitter, Inc.	0.14081215858459473	0.22224783897399902
Netflix+102	Netflix	1	Cembra Money Bank AG	0.16701817512512207	0.061179161071777344
WeTransfer+262	WeTransfer	1	Twitter, Inc.	0.14188098907470703	0.21676325798034668
AOL+174	AOL	1	BT Group plc	0.13937115669250488	0.045934438705444336
1&1 Ionos+79	1&1 Ionos	0		0.14066815376281738	0.0458524227142334
Instagram+393	Instagram	0		0.14243865013122559	0.24854183197021484
Instagram+57	Instagram	1	Chase Personal Banking	0.13964247703552246	0.13974475860595703
Banca Sella+169	Banca Sella	1	Banca Sella	0.14190244674682617	0.04984164237976074
Square+87	Square	1	Aruba S.p.A.	0.1383664608001709	0.046674251556396484
AT&T+298	AT&T	1	Spark New Zealand	0.13874602317810059	0.04891562461853027
DHL Airways+143	DHL Airways	1	Verizon Wireless	0.14547133445739746	0.041626930236816406
Standard Chartered Bank+118	Standard Chartered Bank	1	ASB Bank Limited	0.15314579010009766	0.05290389060974121
Amazon+185	Amazon	1	Monmouth Telecom	0.14000701904296875	0.044886112213134766
1&1 Ionos+172	1&1 Ionos	1	Nationwide Building Society	0.13973712921142578	0.13151073455810547
Bank of America+286	Bank of America	1	Stripe	0.14101123809814453	0.04065513610839844
OneDrive+413	OneDrive	1	Digital Federal Credit Union	0.15895867347717285	0.05392885208129883
AOL+161	AOL	1	AOL	0.13803887367248535	0.040445804595947266
Bank of America+93	Bank of America	1	Lloyds TSB Group	0.1394181251525879	0.040848493576049805
eBay+304	eBay	0		0.15062570571899414	0.29975461959838867
Deutsche Telekom+73	Deutsche Telekom	0		0.1376354694366455	0.23899507522583008
Steam+68	Steam	1	The Vanguard Group	0.1561746597290039	0.050862789154052734
1&1 Ionos+260	1&1 Ionos	0		0.14163494110107422	0.2267448902130127
Square+80	Square	1	Aruba S.p.A.	0.1388108730316162	0.04566001892089844
Bet365+229	Bet365	1	Landesbank Berlin AG	0.15185117721557617	0.14311671257019043
Orange+390	Orange	0		0.14130854606628418	0.24101781845092773
Bank of America+142	Bank of America	1	Maersk	0.1408686637878418	0.047202110290527344
1&1 Ionos+369	1&1 Ionos	1	anadolubank	0.1410059928894043	0.15758514404296875
Alaska USA Federal Credit Union+110	Alaska USA Federal Credit Union	1	American Express	0.15066170692443848	0.1346912384033203
Steam+165	Steam	1	The Vanguard Group	0.15668535232543945	0.05028414726257324
Facebook+227	Facebook	1	Maersk	0.1384437084197998	0.03992152214050293
Etisalat+379	Etisalat	1	DocuSign	0.14662885665893555	0.17644524574279785
Bet365+265	Bet365	1	CenturyLink	0.14053082466125488	0.05162954330444336
Adobe+35	Adobe	1	Delta Air Lines	0.1483614444732666	0.08159375190734863
1&1 Ionos+160	1&1 Ionos	1	Trade Me NZ	0.14098572731018066	0.042552947998046875
Square+48	Square	1	Aruba S.p.A.	0.1380314826965332	0.0459897518157959
Orange+441	Orange	1	Telekom Brunei	0.14144611358642578	0.09367966651916504
Square+154	Square	1	Aruba S.p.A.	0.1399238109588623	0.046465396881103516
Adobe+203	Adobe	1	Grupo Santander	0.15424370765686035	0.04774761199951172
Dropbox+242	Dropbox	1	Cox Communications	0.14063525199890137	0.08914613723754883
Societe Generale+274	Societe Generale	1	Grupo Santander	0.14305496215820312	0.042247772216796875
Orange+278	Orange	1	Bank Al Habib	0.14133810997009277	0.04155468940734863
Rackspace+84	Rackspace	1	1&1 Ionos	0.14037632942199707	0.12934660911560059
Apple+313	Apple	1	Square	0.13997197151184082	0.11807751655578613
Deutsche Telekom+287	Deutsche Telekom	1	Bouygues Telecom	0.14162516593933105	0.04407453536987305
Bank of America+250	Bank of America	1	Lloyds TSB Group	0.13995838165283203	0.040183067321777344
Bank of America+430	Bank of America	1	ASB Bank Limited	0.14255714416503906	0.0408933162689209
Blockchain+266	Blockchain	1	Bank of New Zealand	0.14265751838684082	0.04181718826293945
Adobe+17	Adobe	1	Telekom Brunei	0.14468050003051758	0.13486766815185547
Google+12	Google	1	Google	0.14026856422424316	0.04139566421508789
American Express+322	American Express	1	Google	0.14452266693115234	0.04197382926940918
Orange+85	Orange	0		0.14188480377197266	0.24193692207336426
1&1 Ionos+461	1&1 Ionos	0		0.14109134674072266	0.045350074768066406
American Express+93	American Express	1	Google	0.144334077835083	0.04182171821594238
Steam+118	Steam	1	Steam	0.15691375732421875	0.05146670341491699
American Express+241	American Express	1	AutoScout24	0.15308594703674316	0.2541840076446533
PayPal+177	PayPal	1	PayPal	0.13949847221374512	0.04322314262390137
Societe Generale+68	Societe Generale	1	Verizon Wireless	0.14266705513000488	0.04127001762390137
DocuSign+438	DocuSign	0		0.13917875289916992	0.22926998138427734
American Express+262	American Express	1	LinkedIn Corporation	0.1412522792816162	0.04169201850891113
Netflix+396	Netflix	1	Free ISP	0.16449379920959473	0.06293773651123047
Deutsche Telekom+52	Deutsche Telekom	1	Bouygues Telecom	0.14223742485046387	0.0443270206451416
Facebook+394	Facebook	1	Maersk	0.1411898136138916	0.0398561954498291
Blockchain+193	Blockchain	1	Adobe	0.14056777954101562	0.12515616416931152
Dropbox+273	Dropbox	1	Yahoo!	0.14559507369995117	0.04209399223327637
Alaska USA Federal Credit Union+348	Alaska USA Federal Credit Union	1	Meridian Credit Union	0.14251112937927246	0.04239511489868164
Societe Generale+255	Societe Generale	1	Grupo Santander	0.14325594902038574	0.042247772216796875
GoDaddy+177	GoDaddy	1	Verizon Wireless	0.14027929306030273	0.04453682899475098
Spectrum+51	Spectrum	1	Cox Communications	0.1411151885986328	0.04832649230957031
GoDaddy+176	GoDaddy	1	Mobile.de	0.14173364639282227	0.04490160942077637
Bet365+225	Bet365	1	Trade Me NZ	0.15244460105895996	0.05356121063232422
Societe Generale+6	Societe Generale	1	Free ISP	0.14167332649230957	0.04128289222717285
Netflix+123	Netflix	1	Microsoft	0.1659400463104248	0.05632972717285156
Orange+39	Orange	1	Monmouth Telecom	0.14192771911621094	0.1776738166809082
GoDaddy+353	GoDaddy	1	Nationwide Building Society	0.1418149471282959	0.2081136703491211
Instagram+55	Instagram	1	Dropbox	0.14033007621765137	0.040299177169799805
Standard Chartered Bank+81	Standard Chartered Bank	0		0.16007351875305176	0.29670071601867676
Amazon+415	Amazon	0		0.13630366325378418	0.16361141204833984
1&1 Ionos+253	1&1 Ionos	1	Banca Sella	0.1417677402496338	0.040618896484375
Etisalat+194	Etisalat	1	DocuSign	0.14592814445495605	0.17493009567260742
Square+121	Square	1	Aruba S.p.A.	0.13955402374267578	0.046007394790649414
Apple+131	Apple	0		0.13912677764892578	0.1926441192626953
DocuSign+176	DocuSign	1	Bank of The Bahamas Limited	0.15075278282165527	0.13965344429016113
Standard Chartered Bank+134	Standard Chartered Bank	0		0.16164469718933105	0.2980828285217285
Adobe+327	Adobe	1	Chase Personal Banking	0.1472620964050293	0.13161206245422363
OneDrive+406	OneDrive	1	Americanas.com S	0.15563344955444336	0.06650090217590332
WeTransfer+123	WeTransfer	1	youtube	0.1559758186340332	0.16412711143493652
1&1 Ionos+213	1&1 Ionos	0		0.14163422584533691	0.04563498497009277
eBay+100	eBay	1	AOL	0.1415119171142578	0.03999018669128418
OneDrive+271	OneDrive	1	Americanas.com S	0.15697479248046875	0.06653285026550293
Square+335	Square	1	Aruba S.p.A.	0.14001083374023438	0.04630708694458008
Dropbox+454	Dropbox	1	Yahoo!	0.14578533172607422	0.04209184646606445
DHL Airways+430	DHL Airways	1	Bet365	0.1419544219970703	0.04453897476196289
Credit Agricole+76	Credit Agricole	1	Grupo Santander	0.14252352714538574	0.04126715660095215
Deutsche Telekom+230	Deutsche Telekom	1	TradeKey	0.14680814743041992	0.05090594291687012
PayPal+280	PayPal	0		0.14095282554626465	0.20475244522094727
Square+203	Square	1	Aruba S.p.A.	0.14025592803955078	0.04609489440917969
